Name,Code,1.11.07,2.11.07,5.11.07,6.11.07,7.11.07,8.11.07,9.11.07,12.11.07,13.11.07,14.11.07,15.11.07,16.11.07,19.11.07,20.11.07,21.11.07,22.11.07,23.11.07,26.11.07,27.11.07,28.11.07,29.11.07,30.11.07,3.12.07,4.12.07,5.12.07,6.12.07,7.12.07,10.12.07,11.12.07,12.12.07,13.12.07,14.12.07,17.12.07,18.12.07,19.12.07,20.12.07,21.12.07,24.12.07,25.12.07,26.12.07,27.12.07,28.12.07,31.12.07,1.1.08,2.1.08,3.1.08,4.1.08,7.1.08,8.1.08,9.1.08,10.1.08,11.1.08,14.1.08,15.1.08,16.1.08,17.1.08,18.1.08,21.1.08,22.1.08,23.1.08,24.1.08,25.1.08,28.1.08,29.1.08,30.1.08,31.1.08,1.2.08
OAT FRANCE 2000 5% 25/10/16 - CLEAN PRICE,221922(CP),105.2556,105.5452,105.5299,105.427,105.7084,105.8312,106.1881,106.0773,105.8974,105.6971,105.885,106.0052,106.414,106.2166,106.5511,106.6058,106.5061,106.5864,106.4633,105.9292,106.2471,105.8446,106.223,106.6347,106.5107,106.223,105.3719,104.9026,105.0903,104.5818,104.7086,104.4821,104.6227,104.6617,104.582,104.916,104.4427,104.4427,104.4427,104.4427,104.2288,104.5764,104.5749,104.5749,105.4359,105.5899,106.0665,106.0958,105.7878,106.302,106.2504,106.2449,106.5779,106.8598,107.2118,107.1988,107.2969,107.735,106.9999,107.8477,106.9437,107.1803,107.3712,106.9924,106.8155,107.565,107.672
OAT FRANCE 2007 3 3/4% 25/04/17 - CLEAN PRICE,83902D(CP),95.7744,96.048,96.0302,95.938,96.2163,96.3225,96.6777,96.5811,96.4295,96.2527,96.4114,96.5328,96.9259,96.7305,97.0428,97.1014,97.0076,97.1006,96.9972,96.4809,96.7878,96.3998,96.7581,97.1516,97.0549,96.7764,95.9822,95.5166,95.6944,95.2147,95.3118,95.1132,95.2406,95.2905,95.2189,95.5477,95.084,95.084,95.084,95.084,94.8699,95.1757,95.1706,95.1706,96.0346,96.1506,96.6056,96.6381,96.3453,96.8492,96.8207,96.8042,97.1271,97.3958,97.7247,97.7226,97.8122,98.2267,97.5143,98.3049,97.5371,97.6925,97.8611,97.4951,97.3288,98.0419,98.1568
OAT FRANCE 2007 4 1/4% 25/10/17 - CLEAN PRICE,1688MN(CP),99.4256,99.697,99.6756,99.5764,99.8686,99.9847,100.3811,100.2523,100.0859,99.9138,100.0711,100.1976,100.6449,100.3873,100.7345,100.784,100.6978,100.7861,100.6752,100.0904,100.407,100.0056,100.3997,100.8207,100.7144,100.4155,99.5362,99.0583,99.2596,98.7539,98.8557,98.6377,98.7646,98.8206,98.7649,99.0696,98.5629,98.5629,98.5629,98.5629,98.3367,98.6529,98.6684,98.6684,99.5714,99.6593,100.1098,100.1551,99.8695,100.4094,100.3658,100.3461,100.6847,100.9722,101.3256,101.3127,101.4066,101.8443,101.0587,101.9501,101.0561,101.2699,101.4197,101.0162,100.8586,101.6016,101.7361
OAT FRANCE 2003 4 1/4% 25/04/19 - CLEAN PRICE,24745L(CP),99.053,99.3778,99.3651,99.2535,99.5436,99.63,99.9862,99.8906,99.7104,99.5168,99.6782,99.7598,100.1736,99.9431,100.2516,100.2612,100.1557,100.239,100.1177,99.4766,99.8259,99.3864,99.7883,100.2556,100.1398,99.8613,98.9763,98.5688,98.8432,98.3127,98.4373,98.2041,98.3777,98.4318,98.3389,98.7069,98.136,98.136,98.136,98.136,97.8887,98.2262,98.229,98.229,99.2156,99.2744,99.7536,99.6819,99.3523,99.8985,99.7902,99.7665,100.1576,100.4879,100.8482,100.8269,100.9359,101.3721,100.5026,101.3948,100.4459,100.7281,100.941,100.5466,100.3661,101.1817,101.323
OAT FRANCE 1989 8.5% 25/10/19 - CLEAN PRICE,798334(CP),137.9298,138.3203,138.2607,138.1058,138.4534,138.5994,139.0218,138.8831,138.659,138.3928,138.5942,138.7155,139.2828,138.9243,139.3103,139.3142,139.168,139.2673,139.0943,138.2496,138.6929,138.1235,138.6511,139.2126,139.0578,138.6929,137.5321,136.9958,137.3249,136.6205,136.8176,136.5427,136.7352,136.8081,136.6593,137.1269,136.3928,136.3928,136.3928,136.3928,136.0359,136.4533,136.4722,136.4722,137.7139,137.8071,138.4272,138.3336,137.9039,138.5971,138.4371,138.4088,138.8875,139.2876,139.7655,139.7331,139.856,140.445,139.3231,140.4619,139.2159,139.5639,139.8529,139.2807,139.023,140.0602,140.197
OAT FRANCE 2005 3 3/4% 25/04/21 - CLEAN PRICE,49876E(CP),93.2479,93.5733,93.5542,93.4101,93.6927,93.7994,94.1642,94.0622,93.8922,93.7089,93.8323,93.8967,94.3223,93.9876,94.2804,94.2087,94.0922,94.1369,93.9815,93.3051,93.7282,93.2671,93.6856,94.1733,94.057,93.7732,92.8514,92.4194,92.6923,92.1627,92.4089,92.2307,92.407,92.4915,92.4003,92.8771,92.2653,92.2653,92.2653,92.2653,91.9943,92.3462,92.3507,92.3507,93.2773,93.3371,93.8385,93.853,93.4567,94.0276,93.8521,93.779,94.1465,94.4469,94.8513,94.8054,94.9562,95.3852,94.4289,95.2972,94.303,94.6786,94.8459,94.3786,94.2033,95.1019,95.2558
OAT FRANCE 1992 8.25% 25/04/22 - CLEAN PRICE,590763(CP),139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,139.32,140,140,140,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,138.97,139.21,139.21,139.21,139.21,139.21,139.21,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,142.77,142.77,142.77,142.77,142.77,142.77,142.02,142.02,142.02,142.02
OAT FRANCE 1992 8.5% 25/04/23 - CLEAN PRICE,568121(CP),144.4234,144.8899,144.8516,144.6138,144.9832,145.161,145.6443,145.4913,145.2482,144.9634,145.1288,145.2113,145.841,145.2528,145.5822,145.4322,145.2856,145.3813,145.1618,144.1759,144.7387,144.0992,144.6842,145.3728,145.215,144.8074,143.452,142.806,143.1522,142.372,142.7876,142.5475,142.7882,142.94,142.7921,143.4681,142.5288,142.5288,142.5288,142.5288,142.055,142.5498,142.5651,142.5651,143.8939,143.9356,144.6226,144.6533,144.0839,144.8621,144.6241,144.4834,144.9344,145.3882,145.9416,145.8433,146.0242,146.615,145.1429,146.4259,144.9962,145.511,145.7292,145.0264,144.7192,146.031,146.2551
OAT FRANCE 2007 4 1/4% 25/10/23 - CLEAN PRICE,95563Q(CP),97.442,97.8105,97.7917,97.6027,97.8949,98.03,98.3685,98.2582,98.0602,97.8574,97.9853,98.0612,98.5217,98.051,98.3202,98.1828,98.0663,98.1438,97.9846,97.2281,97.6632,97.1658,97.6596,98.2124,98.11,97.7859,96.7031,96.2421,96.5456,95.9511,96.2637,96.147,96.3252,96.4624,96.3715,96.8956,96.1852,96.1852,96.1852,96.1852,95.8521,96.2297,96.2436,96.2436,97.2665,97.3461,97.8758,97.8973,97.4522,98.0582,97.8852,97.7303,98.0697,98.4216,98.8298,98.7457,98.919,99.3427,98.1863,99.2018,98.0722,98.499,98.6471,98.1112,97.8742,98.9086,99.1303
OAT FRANCE 1994 6% 25/10/25 - CLEAN PRICE,398233(CP),118.4645,118.9084,118.8712,118.62,118.9618,119.0954,119.4829,119.3399,119.1167,118.8467,118.9701,119.0252,119.6106,119.0156,119.2891,119.0943,118.9619,119.036,118.8121,117.87,118.3966,117.7827,118.388,119.061,118.9152,118.5507,117.2824,116.6728,117.0403,116.3154,116.6894,116.5194,116.7578,116.92,116.8189,117.4884,116.5813,116.5813,116.5813,116.5813,116.1786,116.6542,116.6751,116.6751,117.9465,118.0199,118.6996,118.7585,118.1994,118.9507,118.718,118.5083,118.9009,119.3111,119.7472,119.6301,119.7771,120.2498,118.7942,120.0015,118.6442,119.2123,119.3472,118.6751,118.3963,119.6585,119.8858
OAT FRANCE 1997 5.5% 25/04/29 - CLEAN PRICE,613232(CP),112.8773,113.2344,113.2043,112.9199,113.246,113.2398,113.6142,113.5851,113.4024,113.1871,113.18,113.1715,113.7664,113.2965,113.4424,113.0687,112.8852,113.1558,112.9377,111.9471,112.5005,111.8445,112.4459,113.0936,112.9983,112.6645,111.3597,110.7975,111.2796,110.5631,110.9879,110.9387,111.2426,111.485,111.4172,112.1292,111.1549,111.1549,111.1549,111.1549,110.782,111.2361,111.2457,111.2457,112.2552,112.427,112.9229,112.9233,112.3124,113.0321,112.7865,112.6424,112.9574,113.3306,113.697,113.5476,113.6323,114.2767,112.777,113.6727,112.7302,113.0996,113.3242,112.7145,112.3013,113.6487,113.9819
OAT FRANCE 2001 5 3/4% 25/10/32 - CLEAN PRICE,17465K(CP),117.6409,118.0324,117.9793,117.6486,117.9909,117.9702,118.3403,118.3119,118.1073,117.8425,117.8657,117.8087,118.4806,117.9321,118.0969,117.6711,117.4721,117.766,117.5179,116.3958,117.0345,116.2841,116.9823,117.7064,117.5569,117.1843,115.7709,115.1125,115.6366,114.8875,115.3596,115.2756,115.6459,115.9128,115.8292,116.6583,115.545,115.545,115.545,115.545,115.1346,115.6659,115.6826,115.6826,116.8029,116.9233,117.4943,117.4979,116.8041,117.6113,117.3285,117.1658,117.5034,117.9363,118.3048,118.1118,118.182,118.8561,117.1214,118.2098,117.1356,117.5555,117.817,117.1586,116.6723,118.1756,118.5168
OAT FRANCE 2003 4 3/4% 25/04/35 - CLEAN PRICE,39480H(CP),103.2063,103.5489,103.5178,103.1882,103.4773,103.4857,103.7823,103.7708,103.5676,103.3431,103.3367,103.2742,103.9263,103.3803,103.5231,103.0393,102.8527,103.1575,102.9333,101.8568,102.4807,101.7901,102.454,103.1621,103.0111,102.6522,101.3185,100.6802,101.191,100.4957,100.9569,100.8662,101.2161,101.4678,101.3997,102.2222,101.1425,101.1425,101.1425,101.1425,100.7477,101.2571,101.258,101.258,102.2088,102.3341,102.8391,102.8436,102.1672,102.9265,102.6532,102.5048,102.8269,103.2619,103.6264,103.4501,103.5213,104.1313,102.4494,103.4503,102.4749,102.9969,103.1956,102.5628,102.1022,103.5301,103.8392
OAT FRANCE 2006 4% 25/10/38 - CLEAN PRICE,79923D(CP),91.1126,91.4365,91.4066,91.0968,91.3864,91.3775,91.6501,91.6602,91.4483,91.2361,91.2376,91.1897,91.7865,91.2733,91.3867,90.9204,90.7077,91.0135,90.8106,89.7785,90.4036,89.7387,90.3707,91.0543,90.9123,90.5572,89.2743,88.6915,89.1962,88.5443,88.9878,88.9279,89.2679,89.5095,89.4468,90.2409,89.2186,89.2186,89.2186,89.2186,88.8198,89.2817,89.2898,89.2898,90.1467,90.2791,90.7572,90.7473,90.1041,90.831,90.5787,90.4489,90.7491,91.1868,91.5334,91.402,91.4273,92.0296,90.3896,91.3173,90.4238,90.935,91.1093,90.5397,90.0795,91.4957,91.8511
OAT FRANCE 2005 4% 25/04/55 - CLEAN PRICE,48965U(CP),90.5331,90.8788,90.8037,90.396,90.6876,90.7301,91.0109,91.028,90.7945,90.5556,90.5346,90.4366,91.2073,90.4987,90.6245,89.9739,89.7581,90.0829,89.8029,88.631,89.2964,88.5291,89.2372,90.0262,89.8832,89.4575,88.0594,87.4315,88.0825,87.4122,88.0302,87.9637,88.3742,88.6964,88.6467,89.558,88.3034,88.3034,88.3034,88.3034,87.8612,88.3683,88.3821,88.3821,89.3869,89.4587,89.9819,89.9648,89.2539,90.0797,89.63,89.4677,89.8257,90.333,90.7511,90.559,90.6237,91.3082,89.3818,90.5705,89.3362,89.9685,90.2202,89.4482,88.9693,90.6646,91.0717
