Name,Code,1.11.07,2.11.07,5.11.07,6.11.07,7.11.07,8.11.07,9.11.07,12.11.07,13.11.07,14.11.07,15.11.07,16.11.07,19.11.07,20.11.07,21.11.07,22.11.07,23.11.07,26.11.07,27.11.07,28.11.07,29.11.07,30.11.07,3.12.07,4.12.07,5.12.07,6.12.07,7.12.07,10.12.07,11.12.07,12.12.07,13.12.07,14.12.07,17.12.07,18.12.07,19.12.07,20.12.07,21.12.07,24.12.07,25.12.07,26.12.07,27.12.07,28.12.07,31.12.07,1.1.08,2.1.08,3.1.08,4.1.08,7.1.08,8.1.08,9.1.08,10.1.08,11.1.08,14.1.08,15.1.08,16.1.08,17.1.08,18.1.08,21.1.08,22.1.08,23.1.08,24.1.08,25.1.08,28.1.08,29.1.08,30.1.08,31.1.08,1.2.08
OAT FRANCE 2000 5% 25/10/16 - ACCRUED INTEREST,221922(AC),0.1639,0.1776,0.1913,0.2049,0.2459,0.2596,0.2732,0.2869,0.3005,0.3415,0.3552,0.3689,0.3825,0.3962,0.4372,0.4508,0.4645,0.4781,0.4918,0.5328,0.5464,0.5601,0.5738,0.5874,0.6284,0.6421,0.6557,0.6694,0.6831,0.724,0.7377,0.7514,0.765,0.7787,0.8197,0.8333,0.847,0.8607,0.8743,0.9153,0.929,0.9426,0.9563,0.9699,1.0109,1.0246,1.0383,1.0519,1.0656,1.1066,1.1202,1.1339,1.1475,1.1612,1.2022,1.2158,1.2295,1.2432,1.2568,1.2978,1.3115,1.3251,1.3388,1.3525,1.3934,1.4071,1.4208
OAT FRANCE 2007 3 3/4% 25/04/17 - ACCRUED INTEREST,83902D(AC),1.998,2.0082,2.0184,2.0287,2.0594,2.0697,2.0799,2.0902,2.1004,2.1311,2.1414,2.1516,2.1619,2.1721,2.2029,2.2131,2.2234,2.2336,2.2439,2.2746,2.2848,2.2951,2.3053,2.3156,2.3463,2.3566,2.3668,2.377,2.3873,2.418,2.4283,2.4385,2.4488,2.459,2.4898,2.5,2.5102,2.5205,2.5307,2.5615,2.5717,2.582,2.5922,2.6025,2.6332,2.6434,2.6537,2.6639,2.6742,2.7049,2.7152,2.7254,2.7357,2.7459,2.7766,2.7869,2.7971,2.8074,2.8176,2.8484,2.8586,2.8689,2.8791,2.8893,2.9201,2.9303,2.9406
OAT FRANCE 2007 4 1/4% 25/10/17 - ACCRUED INTEREST,1688MN(AC),0.1393,0.151,0.1626,0.1742,0.209,0.2206,0.2322,0.2439,0.2555,0.2903,0.3019,0.3135,0.3251,0.3367,0.3716,0.3832,0.3948,0.4064,0.418,0.4529,0.4645,0.4761,0.4877,0.4993,0.5342,0.5458,0.5574,0.569,0.5806,0.6154,0.627,0.6387,0.6503,0.6619,0.6967,0.7083,0.7199,0.7316,0.7432,0.778,0.7896,0.8012,0.8128,0.8245,0.8593,0.8709,0.8825,0.8941,0.9057,0.9406,0.9522,0.9638,0.9754,0.987,1.0219,1.0335,1.0451,1.0567,1.0683,1.1031,1.1148,1.1264,1.138,1.1496,1.1844,1.196,1.2077
OAT FRANCE 2003 4 1/4% 25/04/19 - ACCRUED INTEREST,24745L(AC),2.2643,2.276,2.2876,2.2992,2.334,2.3456,2.3572,2.3689,2.3805,2.4153,2.4269,2.4385,2.4501,2.4617,2.4966,2.5082,2.5198,2.5314,2.543,2.5779,2.5895,2.6011,2.6127,2.6243,2.6592,2.6708,2.6824,2.694,2.7056,2.7404,2.752,2.7637,2.7753,2.7869,2.8217,2.8333,2.8449,2.8566,2.8682,2.903,2.9146,2.9262,2.9378,2.9495,2.9843,2.9959,3.0075,3.0191,3.0307,3.0656,3.0772,3.0888,3.1004,3.112,3.1469,3.1585,3.1701,3.1817,3.1933,3.2281,3.2398,3.2514,3.263,3.2746,3.3094,3.321,3.3327
OAT FRANCE 1989 8.5% 25/10/19 - ACCRUED INTEREST,798334(AC),0.2787,0.3019,0.3251,0.3484,0.418,0.4413,0.4645,0.4877,0.5109,0.5806,0.6038,0.627,0.6503,0.6735,0.7432,0.7664,0.7896,0.8128,0.8361,0.9057,0.929,0.9522,0.9754,0.9986,1.0683,1.0915,1.1148,1.138,1.1612,1.2309,1.2541,1.2773,1.3005,1.3238,1.3934,1.4167,1.4399,1.4631,1.4863,1.556,1.5792,1.6025,1.6257,1.6489,1.7186,1.7418,1.765,1.7883,1.8115,1.8811,1.9044,1.9276,1.9508,1.974,2.0437,2.0669,2.0902,2.1134,2.1366,2.2063,2.2295,2.2527,2.276,2.2992,2.3689,2.3921,2.4153
OAT FRANCE 2005 3 3/4% 25/04/21 - ACCRUED INTEREST,49876E(AC),1.998,2.0082,2.0184,2.0287,2.0594,2.0697,2.0799,2.0902,2.1004,2.1311,2.1414,2.1516,2.1619,2.1721,2.2029,2.2131,2.2234,2.2336,2.2439,2.2746,2.2848,2.2951,2.3053,2.3156,2.3463,2.3566,2.3668,2.377,2.3873,2.418,2.4283,2.4385,2.4488,2.459,2.4898,2.5,2.5102,2.5205,2.5307,2.5615,2.5717,2.582,2.5922,2.6025,2.6332,2.6434,2.6537,2.6639,2.6742,2.7049,2.7152,2.7254,2.7357,2.7459,2.7766,2.7869,2.7971,2.8074,2.8176,2.8484,2.8586,2.8689,2.8791,2.8893,2.9201,2.9303,2.9406
OAT FRANCE 1992 8.25% 25/04/22 - ACCRUED INTEREST,590763(AC),4.3955,4.418,4.4406,4.4631,4.5307,4.5533,4.5758,4.5984,4.6209,4.6885,4.7111,4.7336,4.7561,4.7787,4.8463,4.8689,4.8914,4.9139,4.9365,5.0041,5.0266,5.0492,5.0717,5.0943,5.1619,5.1844,5.207,5.2295,5.252,5.3197,5.3422,5.3648,5.3873,5.4098,5.4775,5.5,5.5225,5.5451,5.5676,5.6352,5.6578,5.6803,5.7029,5.7254,5.793,5.8156,5.8381,5.8607,5.8832,5.9508,5.9734,5.9959,6.0184,6.041,6.1086,6.1311,6.1537,6.1762,6.1988,6.2664,6.2889,6.3115,6.334,6.3566,6.4242,6.4467,6.4693
OAT FRANCE 1992 8.5% 25/04/23 - ACCRUED INTEREST,568121(AC),4.5287,4.5519,4.5751,4.5984,4.668,4.6913,4.7145,4.7377,4.7609,4.8306,4.8538,4.877,4.9003,4.9235,4.9932,5.0164,5.0396,5.0628,5.0861,5.1557,5.179,5.2022,5.2254,5.2486,5.3183,5.3415,5.3648,5.388,5.4112,5.4809,5.5041,5.5273,5.5505,5.5738,5.6434,5.6667,5.6899,5.7131,5.7363,5.806,5.8292,5.8525,5.8757,5.8989,5.9686,5.9918,6.015,6.0383,6.0615,6.1311,6.1544,6.1776,6.2008,6.224,6.2937,6.3169,6.3402,6.3634,6.3866,6.4563,6.4795,6.5027,6.526,6.5492,6.6189,6.6421,6.6653
OAT FRANCE 2007 4 1/4% 25/10/23 - ACCRUED INTEREST,95563Q(AC),0.1393,0.151,0.1626,0.1742,0.209,0.2206,0.2322,0.2439,0.2555,0.2903,0.3019,0.3135,0.3251,0.3367,0.3716,0.3832,0.3948,0.4064,0.418,0.4529,0.4645,0.4761,0.4877,0.4993,0.5342,0.5458,0.5574,0.569,0.5806,0.6154,0.627,0.6387,0.6503,0.6619,0.6967,0.7083,0.7199,0.7316,0.7432,0.778,0.7896,0.8012,0.8128,0.8245,0.8593,0.8709,0.8825,0.8941,0.9057,0.9406,0.9522,0.9638,0.9754,0.987,1.0219,1.0335,1.0451,1.0567,1.0683,1.1031,1.1148,1.1264,1.138,1.1496,1.1844,1.196,1.2077
OAT FRANCE 1994 6% 25/10/25 - ACCRUED INTEREST,398233(AC),0.1967,0.2131,0.2295,0.2459,0.2951,0.3115,0.3279,0.3443,0.3607,0.4098,0.4262,0.4426,0.459,0.4754,0.5246,0.541,0.5574,0.5738,0.5902,0.6393,0.6557,0.6721,0.6885,0.7049,0.7541,0.7705,0.7869,0.8033,0.8197,0.8689,0.8852,0.9016,0.918,0.9344,0.9836,1,1.0164,1.0328,1.0492,1.0984,1.1148,1.1311,1.1475,1.1639,1.2131,1.2295,1.2459,1.2623,1.2787,1.3279,1.3443,1.3607,1.377,1.3934,1.4426,1.459,1.4754,1.4918,1.5082,1.5574,1.5738,1.5902,1.6066,1.623,1.6721,1.6885,1.7049
OAT FRANCE 1997 5.5% 25/04/29 - ACCRUED INTEREST,613232(AC),2.9303,2.9454,2.9604,2.9754,3.0205,3.0355,3.0505,3.0656,3.0806,3.1257,3.1407,3.1557,3.1708,3.1858,3.2309,3.2459,3.2609,3.276,3.291,3.3361,3.3511,3.3661,3.3811,3.3962,3.4413,3.4563,3.4713,3.4863,3.5014,3.5464,3.5615,3.5765,3.5915,3.6066,3.6516,3.6667,3.6817,3.6967,3.7117,3.7568,3.7719,3.7869,3.8019,3.8169,3.862,3.877,3.8921,3.9071,3.9221,3.9672,3.9822,3.9973,4.0123,4.0273,4.0724,4.0874,4.1025,4.1175,4.1325,4.1776,4.1926,4.2077,4.2227,4.2377,4.2828,4.2978,4.3128
OAT FRANCE 2001 5 3/4% 25/10/32 - ACCRUED INTEREST,17465K(AC),0.1885,0.2042,0.2199,0.2357,0.2828,0.2985,0.3142,0.3299,0.3456,0.3928,0.4085,0.4242,0.4399,0.4556,0.5027,0.5184,0.5342,0.5499,0.5656,0.6127,0.6284,0.6441,0.6598,0.6755,0.7227,0.7384,0.7541,0.7698,0.7855,0.8327,0.8484,0.8641,0.8798,0.8955,0.9426,0.9583,0.974,0.9898,1.0055,1.0526,1.0683,1.084,1.0997,1.1154,1.1626,1.1783,1.194,1.2097,1.2254,1.2725,1.2883,1.304,1.3197,1.3354,1.3825,1.3982,1.4139,1.4296,1.4454,1.4925,1.5082,1.5239,1.5396,1.5553,1.6025,1.6182,1.6339
OAT FRANCE 2003 4 3/4% 25/04/35 - ACCRUED INTEREST,39480H(AC),2.5307,2.5437,2.5567,2.5697,2.6086,2.6216,2.6346,2.6475,2.6605,2.6995,2.7124,2.7254,2.7384,2.7514,2.7903,2.8033,2.8163,2.8292,2.8422,2.8811,2.8941,2.9071,2.9201,2.9331,2.972,2.985,2.998,3.0109,3.0239,3.0628,3.0758,3.0888,3.1018,3.1148,3.1537,3.1667,3.1796,3.1926,3.2056,3.2445,3.2575,3.2705,3.2835,3.2964,3.3354,3.3484,3.3613,3.3743,3.3873,3.4262,3.4392,3.4522,3.4652,3.4781,3.5171,3.5301,3.543,3.556,3.569,3.6079,3.6209,3.6339,3.6469,3.6598,3.6988,3.7117,3.7247
OAT FRANCE 2006 4% 25/10/38 - ACCRUED INTEREST,79923D(AC),0.1311,0.1421,0.153,0.1639,0.1967,0.2077,0.2186,0.2295,0.2404,0.2732,0.2842,0.2951,0.306,0.3169,0.3497,0.3607,0.3716,0.3825,0.3934,0.4262,0.4372,0.4481,0.459,0.4699,0.5027,0.5137,0.5246,0.5355,0.5464,0.5792,0.5902,0.6011,0.612,0.623,0.6557,0.6667,0.6776,0.6885,0.6995,0.7322,0.7432,0.7541,0.765,0.776,0.8087,0.8197,0.8306,0.8415,0.8525,0.8852,0.8962,0.9071,0.918,0.929,0.9617,0.9727,0.9836,0.9945,1.0055,1.0383,1.0492,1.0601,1.071,1.082,1.1148,1.1257,1.1366
OAT FRANCE 2005 4% 25/04/55 - ACCRUED INTEREST,48965U(AC),2.1311,2.1421,2.153,2.1639,2.1967,2.2077,2.2186,2.2295,2.2404,2.2732,2.2842,2.2951,2.306,2.3169,2.3497,2.3607,2.3716,2.3825,2.3934,2.4262,2.4372,2.4481,2.459,2.4699,2.5027,2.5137,2.5246,2.5355,2.5464,2.5792,2.5902,2.6011,2.612,2.623,2.6557,2.6667,2.6776,2.6885,2.6995,2.7322,2.7432,2.7541,2.765,2.776,2.8087,2.8197,2.8306,2.8415,2.8525,2.8852,2.8962,2.9071,2.918,2.929,2.9617,2.9727,2.9836,2.9945,3.0055,3.0383,3.0492,3.0601,3.071,3.082,3.1148,3.1257,3.1366
